,id,address,floor,allfloor,layout,area,price,browsenum_all
1,6048628,信義路二段東門捷運*永康商圈..,7,14,4房2廳2衛,63.3,"85,000",51
2,5996087,安和路一段敦化安和管理高樓四..,11,12,4房2廳2衛,45.0,"78,000",115
3,6056571,敦化南路二段敦南高樓景觀三房,10,16,3房2廳2衛,36.0,"45,000",49
4,6029080,永康街永康街師大商圈高..,8,13,3房2廳2衛,59.8,"79,000",221
5,6019876,大安路二段近復興南路★捷運大..,4,7,3房2廳2衛,70.2,"178,000",97
6,6019677,瑞安街近復興南路二段★捷運科..,8,10,3房2廳3衛,62.0,"120,000",89
7,6011167,和平東路三段近捷運六張犁站✯..,8,19,3房2廳2衛,58.7,"60,000",214
8,5999113,光復南路近捷運信義安和☼飯店..,17,19,3房2廳2衛,60.0,"88,000",202
9,5998815,仁愛路四段近忠孝敦化站☆仁愛..,4,14,2房2廳1衛,19.2,"36,000",727
10,6008968,泰順街近捷運台電大樓✯師大商..,3,6,2房2廳1衛,24.4,"45,000",209
11,5998809,信義路四段信義安和站出站即到..,2,12,3房2廳2衛,33.2,"47,000",237
12,5993066,敦化南路一段近捷運忠孝敦化✯..,3,11,2房2廳1衛,27.0,"47,000",208
13,6016615,復興南路二段近科技大樓站✬近..,8,18,3房2廳2衛,41.2,"40,000",669
14,5999379,光復南路★立即看屋【紀念館景..,6,7,3房3廳3衛,37.4,"98,000",229
15,6048493,安和路二段安和路雙捷運大三房..,4,15,3房2廳2衛,60.0,"60,000",65
16,6030122,瑞安街近大安森林公園☼..,5,5,2房2廳1衛,35.9,"31,800",354
17,6015992,和平東路三段近敦化南路✬近安..,15,19,3房2廳3衛,80.9,"119,990",136
18,5987227,樂業街近六張犁站☼和平東路☼..,4,13,3房2廳2衛,56.5,"63,000",153
19,5986972,辛亥路二段近台大✯捷運科技大..,6,7,3房2廳2衛,58.4,"67,000",153
20,5986881,敦化南路一段近仁愛圓環✯近東..,7,7,4房2廳3衛,91.5,"85,000",206
21,5982108,和平東路二段集合式住宅建築獎..,4,7,1房2廳1衛,27.2,"68,000",345
22,5979748,光復南路近國父紀念館☼松菸☼..,7,13,1房2廳2衛,71.3,"120,000",217
23,5976156,瑞安街1+1房✯近大安站✯大安..,-1,7,2房2廳1衛,24.1,"36,000",834
24,6052813,安和路二段美樂【家是身心安頓..,3,17,3房2廳2衛,47.0,"60,000",24
25,6047085,光復南路美樂【優質社區高樓層..,17,19,3房2廳2衛,60.0,"90,000",60
26,6058149,仁愛路四段近仁愛圓環~捷運忠..,4,14,2房2廳1衛,19.2,"35,999",99
27,6058165,信義路四段近安和捷運站-,2,12,3房2廳2衛,33.2,"47,000",36
28,6027088,仁愛路四段408巷近國父紀念館..,2,9,1房1廳1衛,16.9,"36,000",270
29,5983412,敦化南路二段敦南林蔭住辦美廈,8,12,3房2廳2衛,46.2,"70,000",132
0,5983413,敦化南路二段舊鑽綠蔭高樓景觀..,15,21,5房2廳4衛,75.9,"88,000",161
1,6042924,光復南路逸仙名邸景觀美厦,10,12,3房2廳2衛,33.0,"46,000",218
2,6058618,光復南路國父紀念館逸仙香榭,5,7,3房3廳3衛,57.1,"98,000",54
3,5981986,樂業街159巷生活機能好近六張..,4,4,3房2廳1衛,30.0,"30,000",1424
4,6027017,仁愛路四段**仁愛路樓中樓大戶..,15,18,6房2廳4衛,118.0,"150,000",128
5,6048280,安和路二段經典名宅~凱旋門高..,12,17,4房2廳2衛,59.5,"100,000",41
6,5617969,仁愛路四段408巷仁愛路..,2,9,1房1廳1衛,22.0,"45,000",488
7,6034381,和平東路三段308巷近麟光捷運..,3,9,4房2廳2衛,49.0,"50,000",137
8,6027661,和平東路一段師大禮居優質宅第,14,18,4房2廳2衛,68.0,"70,000",267
9,6061332,羅斯福路三段捷運公館站4分【..,9,11,2房1廳1衛,16.0,"24,000",184
10,6052871,四維路198巷科技大樓捷..,9,19,2房2廳1衛,30.6,"29,800",261
11,6061219,潮州街師大旁潮州街美套房,3,4,1房1廳1衛,5.0,"11,500",188
12,6029901,建國南路一段175巷正義..,10,14,2房2廳2衛,33.4,"38,000",251
13,6032240,復興南路一段整層住家三..,4,4,3房2廳1衛,26.0,"26,800",979
14,6043634,復興南路一段126巷忠孝..,5,11,3房1廳1衛,24.0,"35,000",330
15,6033962,復興南路一段126巷近忠孝復興..,5,11,3房1廳1衛,24.0,"35,000",385
16,6036488,羅斯福路二段77巷古亭捷運站10..,3,5,3房2廳2衛,35.3,"42,000",100
17,5980385,臥龍街195巷六張犁.麟光雙捷..,4,5,3房2廳1衛,28.3,"32,000",527
18,6061007,大安路一段31巷微風頂好稀有整..,2,4,2房2廳1衛,26.0,"42,000",48
19,6053179,敦化南路一段忠孝敦化3房電梯..,3,13,3房2廳2衛,44.8,"68,000",64
20,5980865,忠孝東路四段216巷忠孝敦化電..,5,7,3房2廳2衛,41.3,"70,000",265
21,5950291,忠孝東路四段181巷短期出租--..,2,7,2房2廳2衛,20.0,"50,000",481
22,6052862,仁愛路三段帝寶我成交多戶此為..,8,18,開放式格局,210.7,"350,000",96
23,6052855,仁愛路四段408巷桓邦仁愛翠亨..,5,13,4房2廳4衛,107.0,"220,000",40
24,5993892,瑞安街120巷4房BedRM大安森..,5,11,4房2廳3衛,86.6,"140,000",232
25,6013938,大安路二段捷運大安站●全天管..,5,12,1房2廳1衛,20.6,"45,000",356
26,6009166,泰順街54巷泰順靜巷樓中樓,1,7,6房2廳3衛,100.0,"180,000",320
27,6035370,泰順街54巷泰順靜巷大戶,99,3,10房3廳3衛,130.0,"220,000",122
28,6049547,泰順街105巷師大靜美名廈,3,7,3房2廳2衛,48.5,"66,000",99
29,6060643,四維路52巷面公園景觀溫馨美屋,2,4,4房2廳2衛,47.9,"68,000",24
0,6047481,和平東路二段36巷大安森林公園..,9,10,4房2廳2衛,44.9,"48,000",256
1,6021722,青田街12巷青田稀有前庭後院~~..,1,6,3房2廳2衛,50.4,"99,999",126
2,6022997,忠孝東路四段101巷近忠孝敦化..,7,8,3房2廳2衛,35.0,"48,500",403
3,6060457,建國南路一段美樂~大安森林小..,10,13,3房2廳2衛,37.8,"63,999",24
4,6022405,樂利路5巷稀有大安區庭院車庫..,99,1,4房4廳3衛,70.0,"149,999",128
5,6022374,青田街7巷稀有庭院裝潢大4房..,1,6,4房2廳3衛,65.7,"110,000",169
6,6004397,臨江街2巷世貿站基隆路星巴客..,2,5,3房2廳1衛,23.0,"23,600",2197
7,6039446,安和路二段美樂【遠企商圈知名..,3,17,3房2廳2衛,47.0,"60,000",117
8,6060154,和平東路一段優質學區採光極佳..,14,18,2房2廳2衛,44.1,"60,000",34
9,6023027,安和路二段美樂~MRT5.對望遠企..,3,17,3房2廳2衛,47.0,"60,000",110
10,6001797,光復南路美樂【高樓層遠挑101*..,17,19,3房2廳2衛,60.0,"85,000",179
11,6041375,敦化南路二段11巷N1688信義安..,5,7,2房1廳1衛,31.1,"37,000",190
12,6041362,敦化南路二段11巷N1686信義安..,6,7,2房2廳2衛,27.9,"45,000",106
13,6009295,建國南路二段大安森林公園~熱..,3,5,4房2廳2衛,38.8,"35,000",718
14,6009618,市民大道三段全新高樓豪邸釋出..,11,23,3房2廳2衛,82.3,"170,000",223
15,6009271,瑞安街256巷大安森林公園靜巷..,7,9,3房2廳2衛,50.6,"190,000",131
16,6034123,和平東路三段遠企商圈~空間舒..,8,19,3房2廳2衛,58.7,"65,000",88
17,6034108,敦化南路一段252巷降價!!復興..,7,7,4房3廳3衛,91.5,"85,000",111
18,6044256,新生南路一段★大安森林公園站..,5,11,4房2廳3衛,83.3,"159,999",68
19,5996563,復興南路二段★近大安站★獨家..,6,8,3房2廳4衛,103.6,"250,000",279
20,6003366,仁愛路四段266巷仁愛國泰醫院..,100,7,2房1廳1衛,9.2,"32,800",733
21,6060011,基隆路二段頂客族的你妳優質享..,16,17,1房2廳1衛,32.0,"54,000",33
22,5992572,光復南路420巷國館全新裝潢3..,7,7,3房2廳2衛,30.0,"68,000",384
23,6030197,仁愛路四段★仁愛圓環★全新裝..,4,14,2房2廳1衛,19.2,"36,000",303
24,6001379,羅斯福路三段近古亭站全新耕曦..,12,25,3房2廳2衛,44.4,"78,000",222
25,6049820,敦化南路二段◎品味非凡◎全新..,7,7,3房3廳3衛,50.0,"89,000",49
26,6049807,"光復南路景●101★寬廣,無拘..",8,12,4房2廳2衛,57.9,"95,000",33
27,6045167,"金山南路二段寧靜美宅,人文薈..",2,4,2房2廳1衛,26.0,"32,499",148
28,6045160,"忠孝東路四段216巷都市核心,..",6,7,4房2廳2衛,42.6,"50,000",71
29,6045156,"溫州街◎台大師大◎書香菁華,..",3,6,2房2廳1衛,34.9,"38,000",241
0,6045151,和平東路三段◎風光旖旎◎景觀..,17,19,3房2廳2衛,78.6,"89,000",62
1,5998814,敦化南路一段★東區時尚藝術★..,3,11,2房2廳1衛,28.0,"48,000",232
2,5983174,"樂業街雅痞風流,超群絕倫,耀..",8,13,3房2廳2衛,79.9,"199,990",171
3,5983171,"永康街悠然自得,鳥語花香,超..",7,7,4房3廳3衛,72.8,"74,990",256
4,5983155,基隆路二段★謙回名邸★和平東..,11,13,3房2廳2衛,57.2,"94,900",160
5,5983151,敦化南路一段◎名人巷仁愛圓環..,7,7,5房2廳3衛,91.5,"85,000",285
6,5988357,建國南路一段◎潔白純淨◎鄉村..,10,13,3房2廳2衛,37.8,"64,000",348
7,5988369,安和路二段◎鳥語花香◎靜謐沉..,11,12,3房2廳2衛,54.2,"82,000",194
8,6006231,"安和路一段萬眾矚目,無與倫比..",4,16,4房2廳2衛,49.4,"59,000",212
9,6006237,"敦化南路一段161巷玉樹臨風,..",3,7,4房2廳2衛,52.2,"70,000",119
10,6006241,"仁愛路四段超大空間,精華地段..",2,7,3房2廳2衛,66.5,"65,000",153
11,6013674,信義路四段★MRT信義安..,5,6,4房2廳2衛,42.4,"63,000",147
12,6018971,"敦化南路二段萬眾矚目,文藝氣..",4,9,2房2廳2衛,60.8,"120,000",117
13,6018987,"四維路都會核心,炙手可..",3,4,4房2廳2衛,46.2,"62,000",124
14,6018992,"通安街耀眼璀璨,時尚格調,萬..",8,9,2房2廳2衛,25.7,"49,899",152
15,6018996,"忠孝東路四段品味人士,晉升名..",4,7,4房2廳2衛,44.3,"51,997",138
16,6030189,"敦化南路一段尊貴輝煌,鑽石名..",10,14,3房2廳2衛,62.4,"119,990",73
17,6030149,"復興南路二段書香菁華,政商雲..",5,12,3房2廳2衛,71.5,"119,900",88
18,6041791,"瑞安街★MRT大安★鳥語花香,..",6,6,2房2廳1衛,46.5,"65,000",61
19,6041793,永康街★MRT東門古亭★華麗裝..,2,12,3房2廳1衛,27.6,"48,000",167
20,6041794,"安和路一段鑽石敦化,東區,首..",11,12,3房3廳2衛,45.0,"78,000",48
21,6057839,和平東路三段◎MRT景觀宅◎仕..,15,19,3房2廳3衛,80.9,"119,990",20
22,6044130,復興南路二段151巷近捷運科技..,2,7,3房2廳2衛,36.6,"35,000",224
23,6006734,和平東路二段175巷近捷運站優..,2,10,1房2廳1衛,17.7,"33,500",282
24,6048018,忠孝東路四段正東區微奢華電梯..,4,12,2房1廳2衛,15.5,"47,000",44
25,6048033,羅斯福路二段MRT古亭現代簡約..,4,7,2房2廳2衛,42.0,"100,000",52
26,6054032,復興南路一段鉑斯精選❤近忠孝..,5,16,3房2廳2衛,54.4,"80,000",35
27,6055342,建國南路二段近信義路大安森林..,3,5,4房2廳2衛,38.8,"35,000",167
28,6025675,安和路二段近敦化南路、遠企商..,3,17,3房2廳2衛,47.0,"58,500",116
29,6023827,和平東路三段六張犁站麟光站~..,3,9,4房2廳2衛,60.0,"50,000",203
0,6059855,光復南路近信義計畫區.全新落..,13,14,3房2廳2衛,58.9,"80,000",20
1,6058650,光復南路MRT信義安和.全新落..,6,14,1房0廳1衛,11.1,"27,000",60
2,6049002,光復南路240巷MRT國父紀念館..,3,11,1房1廳1衛,15.2,"30,000",71
3,6041779,仁愛路四段408巷近國父紀念館..,2,9,1房1廳1衛,16.9,"36,000",150
4,6041495,羅斯福路三段MRT古亭.全新社..,3,25,2房2廳1衛,28.2,"40,000",233
5,6030111,羅斯福路三段MRT古亭.全新社..,9,25,2房2廳1衛,28.2,"45,000",108
6,6030109,青田街12巷青田靜巷.明亮絕美..,1,6,3房2廳2衛,50.4,"99,999",123
7,6059849,新生南路一段119巷忠孝新生捷..,3,5,1房2廳1衛,25.5,"25,000",216
8,6059875,光復南路MRT信義安和.全新落..,8,14,2房1廳1衛,22.6,"35,000",104
9,6041821,信義路四段265巷幸福久久窩*..,4,7,4房2廳2衛,36.3,"59,500",91
10,6030605,和平東路三段敦南遠企安和24H..,10,19,4房2廳3衛,79.1,"98,000",86
11,6043282,"仁愛路三段忠孝復興MRT,首屈一..",2,7,4房2廳2衛,43.3,"65,000",98
12,6012861,"信義路四段信義安和MRT,..",5,6,4房2廳2衛,42.4,"62,000",154
13,5987636,安和路二段「仲介費８折」信義..,11,25,4房2廳2衛,69.8,"99,000",143
14,5984206,羅斯福路三段「仲介費８折」古..,12,25,3房2廳2衛,44.4,"77,000",186
15,5984204,復興南路一段「仲介費８折」捷..,13,14,3房2廳2衛,56.0,"107,000",140
16,6033157,和平東路一段高樓採光3+1房~..,14,18,4房2廳2衛,67.0,"70,000",76
17,6029730,敦化南路二段敦南遠企商圈~住..,10,16,3房2廳2衛,35.7,"45,000",134
18,5974724,基隆路二段『仲介費８折』，六..,11,13,3房2廳2衛,57.2,"94,800",167
19,5974723,安和路一段仁愛圓環，嶄新裝潢..,11,12,3房3廳2衛,45.1,"77,000",154
20,5974716,復興南路二段『仲介費８折』科..,5,12,3房2廳2衛,71.5,"119,800",136
21,5974715,樂業街『仲介費８折』六張黎最..,8,13,3房2廳2衛,79.9,"199,989",163
22,5974705,仁愛路四段71巷『仲介費８折』..,2,7,3房2廳2衛,66.5,"64,990",169
23,5974696,通安街『仲介費８折』耀眼璀璨..,8,9,2房2廳2衛,25.7,"49,800",211
24,5974703,忠孝東路四段216巷『仲介費８..,6,7,4房2廳2衛,42.6,"49,990",218
25,5996462,"安和路二段六張黎遠企,氣派名..",3,17,3房2廳2衛,47.0,"58,500",185
26,6053485,"忠孝東路四段忠孝敦化MRT,東區..",4,12,2房1廳2衛,15.3,"46,900",48
27,6053494,"基隆路二段六張黎,101世貿,風..",16,17,1房2廳1衛,32.4,"54,990",65
28,6053504,"瑞安街大安捷運,都會風情,靜..",6,6,2房2廳1衛,46.5,"64,500",44
29,6036684,仁愛路四段151巷明曜商圈大四..,3,13,4房2廳3衛,77.0,"100,000",66
0,6033557,金山南路二段指標豪宅和平大苑..,9,14,3房2廳2衛,29.1,"80,000",127
1,6053066,瑞安街208巷【大安站】稀有靜..,6,7,2房2廳1衛,19.6,"41,000",73
2,6019638,泰順街近台電大樓站.優質文教..,4,7,2房1廳1衛,17.4,"45,000",209
3,6009157,杭州南路二段61巷近古亭..,4,6,2房2廳1衛,34.2,"55,300",316
4,6055146,仁愛路四段仁愛圓環★仙境：二..,4,14,2房2廳1衛,19.2,"36,000",101
5,6049358,忠孝東路四段216巷重新整理近..,4,7,3房2廳2衛,38.8,"56,000",58
6,5987843,仁愛路四段408巷*國父紀念館..,6,15,4房2廳4衛,108.0,"220,000",235
7,5987168,安和路二段23巷信義安和..,6,7,3房2廳2衛,32.0,"38,000",1536
8,6059048,信義路二段198巷捷運東門2分..,4,5,1房1廳1衛,15.0,"22,000",231
9,6031817,文昌街捷運信義安和站5分【全..,2,4,開放式格局,13.0,"26,000",432
10,6057314,敦化南路二段★MRT大安站★敦..,7,18,3房2廳2衛,44.4,"70,000",26
11,6007338,師大路近捷運台電大樓/古亭站..,8,13,1房1廳1衛,11.0,"25,800",882
12,6031210,市民大道三段住辦皆宜交通要道..,3,7,3房2廳2衛,41.6,"43,000",95
13,5986776,復興南路一段台北でのお部屋探..,5,16,3房2廳2衛,54.4,"79,999",180
14,5987990,"信義路二段氣派奢華,寮望無邊..",10,14,4房3廳2衛,101.0,"125,000",199
15,5993296,信義路二段極致裝潢雙主臥一層..,3,7,4房2廳3衛,72.2,"90,000",376
16,5974908,"復興南路一段都市核心,風光旖..",13,14,3房2廳2衛,56.0,"108,000",177
17,5977231,基隆路二段★奢華美居★適合有..,16,17,1房2廳1衛,32.4,"55,000",406
18,5997684,"光復南路富麗堂皇,指標豪宅高..",17,19,3房2廳2衛,61.2,"90,000",177
19,5977286,信義路四段265巷極致裝潢綠意..,1,7,3房2廳3衛,38.3,"98,000",349
20,6008857,信義路四段★MRT大安站★遼闊..,12,17,4房2廳3衛,60.0,"78,000",147
21,6045041,和平東路三段308巷麟光捷運*..,3,9,4房2廳2衛,60.0,"50,000",76
22,6009290,和平東路二段311巷科技大樓捷..,5,5,2房1廳1衛,15.0,"28,000",909
23,5998023,金山南路二段古亭/東門雙捷運..,2,4,2房2廳1衛,26.0,"32,500",345
24,6020365,瑞安街208巷瑞安街安靜漂亮方..,3,4,3房2廳2衛,31.2,"40,000",577
25,5991529,金華街106巷東門捷運3..,4,6,1房0廳1衛,15.6,"23,000",2355
26,6029277,和平東路一段大安稀有兩房/近..,10,11,2房2廳1衛,22.3,"39,000",310
27,6029275,復興南路一段253巷大安超優三..,13,14,3房2廳2衛,32.2,"43,000",92
28,6043351,敦化南路一段187巷忠孝敦化/..,3,11,2房2廳1衛,52.4,"48,000",115
29,6048656,仁愛路四段仁愛圓環敦化商圈生..,4,14,2房1廳1衛,19.2,"36,000",162
0,6059557,和平東路三段遠企安和稀有高樓..,10,14,3房2廳2衛,63.9,"68,000",28
1,6016618,忠孝東路四段♦東區精華地段♦..,4,12,2房1廳1衛,15.5,"47,000",127
2,5998969,忠孝東路四段216巷☀忠孝216..,6,7,4房2廳2衛,42.6,"50,000",172
3,6044919,信義路二段近東門站邊間採光通..,6,13,1房1廳1衛,27.2,"35,000",205
4,6056187,忠孝東路三段SOGO美二房:屋美..,13,14,2房2廳1衛,27.1,"32,000",192
5,6059515,仁愛路四段345巷【忠孝敦化】..,4,7,2房2廳2衛,41.6,"63,000",22
6,6052149,新生南路一段優質豪邸，一層一..,5,11,4房2廳3衛,83.3,"160,000",51
7,6014300,仁愛路四段~*仁愛路大氣豪邸/..,15,18,6房2廳4衛,118.0,"150,000",186
8,6050546,和平東路二段★科技大樓★稀有..,13,13,1房2廳2衛,41.6,"75,000",45
9,5977106,敦化南路一段【忠孝敦化】東區..,10,14,3房2廳2衛,62.4,"120,000",123
10,5977007,光復南路國父紀念館，大巨蛋高..,10,13,4房2廳2衛,71.3,"150,000",165
11,6022443,光復南路★東區國父紀念館名邸..,10,13,4房2廳2衛,71.3,"149,999",105
12,6056670,安和路二段★六張犁遠企★林蔭..,3,17,3房2廳2衛,47.0,"58,000",29
13,6020685,安和路二段★信義安和遠企4房..,11,25,4房2廳2衛,69.8,"98,800",167
14,6020460,羅斯福路三段★近古亭台電★耕..,12,25,3房2廳2衛,44.4,"78,000",178
15,5997867,羅斯福路二段81巷2分古亭站、..,5,8,1房1廳1衛,10.7,"27,000",562
16,5978421,安和路一段近仁愛敦南圓環、忠..,11,12,3房2廳2衛,45.1,"78,000",144
17,5974989,瑞安街81巷全新簡易裝潢、另外..,2,13,4房2廳3衛,112.6,"280,000",248
18,6059434,敦化南路二段敦南信義路口~大..,9,16,1房1廳1衛,20.2,"30,000",105
19,5988329,忠孝東路四段捷運忠孝敦化★二..,4,12,2房1廳2衛,15.5,"47,000",176
20,6059420,和平東路三段308巷捷運麟光站..,6,9,4房2廳2衛,35.5,"50,000",21
21,5991106,光復南路240巷全天管理●捷運..,3,11,1房1廳1衛,15.2,"27,000",252
22,6050488,永康街37巷東門站●永康商圈●..,1,5,2房1廳1衛,23.7,"42,000",85
23,6020514,仁愛路四段仁愛圓環●稀有時尚..,4,14,2房2廳1衛,19.2,"35,999",200
24,5991084,永康街37巷東門站●永康商圈●..,1,5,2房1廳1衛,23.7,"42,000",424
25,5991110,敦化南路一段161巷東區採光4..,2,7,4房2廳2衛,52.2,"70,000",150
26,6051429,羅斯福路二段81巷㊝古亭站~稀..,4,5,2房2廳1衛,28.3,"45,000",47
27,6056758,永康街37巷東門站●永康商圈●..,1,5,2房1廳1衛,23.7,"42,000",42
28,5976728,仁愛路二段20巷MRT東門..,5,6,4房2廳2衛,57.6,"68,000",191
29,6042586,光復南路㊝信義安和站~居高臨..,17,19,3房2廳2衛,60.0,"90,000",54
0,6023577,仁愛路四段仁愛圓環~設計師美..,4,14,2房2廳1衛,19.2,"36,000",253
1,6018568,光復南路240巷國父紀念館~優..,7,11,2房1廳1衛,19.7,"42,000",149
2,6018565,仁愛路三段118巷㊝近師大附中..,2,6,2房2廳2衛,26.9,"50,000",127
3,6017507,仁愛路四段408巷國父紀念館站..,2,9,1房1廳1衛,16.9,"36,000",250
4,6017316,光復南路信義安和站~高樓層設..,12,15,3房2廳2衛,33.8,"65,000",209
5,5978474,安和路二段㊝信義安和站~稀有..,5,25,4房2廳2衛,68.3,"90,000",153
6,6042770,八德路二段10巷忠孝新生北科大..,3,5,4房2廳2衛,34.8,"30,000",635
7,6050190,瑞安街214巷瑞安美廈7樓,7,7,3房2廳2衛,31.0,"47,000",59
8,6021843,復興南路二段科技大樓站三房美..,8,18,3房2廳2衛,41.2,"40,000",461
9,6011341,和平東路三段308巷捷運麟光站..,3,9,4房2廳2衛,60.0,"50,000",172
10,6011404,瑞安街214巷瑞安街~公園電梯..,7,7,3房2廳2衛,31.0,"47,000",457
11,6032528,復興南路二段科技大樓MRT~高樓..,8,18,3房2廳2衛,41.2,"40,000",398
12,5986110,光復南路菁華戶頂級飯店式泳池..,12,14,2房1廳1衛,22.0,"40,000",933
13,5999859,和平東路二段科技大樓站旁附全..,13,13,1房2廳2衛,28.0,"75,000",220
14,6023222,安和路二段遠企立人小學頂級純..,3,17,3房2廳2衛,47.0,"60,000",117
15,6018771,仁愛路四段忠孝復興站復興小學..,2,7,3房2廳2衛,67.0,"60,000",187
16,6018768,復興南路一段大安站旁頂級住宅..,13,15,3房2廳2衛,63.0,"110,000",118
17,6014892,安和路二段全新裝潢頂級大戶中..,22,25,5房3廳4衛,117.9,"160,000",173
18,6017676,臥龍街43巷六張犁臥龍街★高樓..,11,11,3房2廳2衛,38.4,"52,000",201
19,5950477,臥龍街43巷x張犁臥龍街★高樓..,11,11,3房2廳2衛,38.4,"52,000",330
20,6059208,敦化南路一段252巷名人巷優質..,7,7,4房3廳3衛,91.0,"85,000",16
21,6059206,忠孝東路四段東區優質裝潢住宅..,4,12,2房2廳2衛,15.0,"47,000",25
22,6056913,敦化南路二段遠企正對面..,5,14,2房2廳1衛,26.8,"32,000",275
23,6059203,和平東路三段308巷一層一戶優..,3,9,4房2廳2衛,73.0,"50,000",38
24,6059201,忠孝東路四段223巷東區優質住..,4,7,3房2廳2衛,39.0,"46,000",43
25,6055854,濟南路三段忠孝新生捷運黃金地..,3,7,4房2廳3衛,58.0,"60,000",54
26,6058273,信義路四段近信義安和、敦安公..,2,7,3房2廳2衛,32.0,"68,000",47
27,6052129,敦化南路一段東區精選1+1房~..,3,8,2房1廳1衛,17.0,"43,000",74
28,6051934,忠孝東路四段3房~近敦南誠品..,6,6,3房2廳2衛,48.0,"100,000",28
29,6042938,仁愛路三段東區~近MRT忠孝復..,2,7,4房2廳2衛,43.0,"65,000",81
